temperature,humidity,feed_intake,water_consumption,activity_level,symptoms,disease
40.6,97.5,High,Low,Weak,Watery Eyes|Lethargy|Nasal Discharge,Avian Influenza
40.8,56.5,Medium,Medium,Active,Reduced Feeding|Ruffled Feathers,Healthy
42.0,84.2,Low,High,Weak,Swollen Head|Difficulty Breathing|Nasal Discharge,Avian Influenza
41.8,71.2,Low,Low,Weak,Reduced Egg Production|Coughing|Nasal Discharge|Diarrhea|Difficulty Breathing,Newcastle Disease
42.7,97.4,Medium,Low,Moderate,Swollen Head|Reduced Egg Production|Sneezing|Diarrhea|Lethargy|Twisted Neck,Newcastle Disease
42.8,79.8,Medium,Low,Weak,Lethargy|Difficulty Breathing|Ruffled Feathers|Sneezing|Reduced Feeding,Newcastle Disease
42.8,80.7,Medium,Low,Weak,Difficulty Breathing|Lethargy|Reduced Egg Production,Newcastle Disease
42.3,74.2,Medium,Medium,Weak,Sneezing|Coughing|Diarrhea|Swollen Head|Nasal Discharge|Watery Eyes,Avian Influenza
40.5,52.4,High,High,Active,Reduced Egg Production,Healthy
41.0,56.2,High,Medium,Moderate,None,Healthy
42.4,59.2,Medium,Medium,Moderate,Swollen Head|Difficulty Breathing|Sneezing|Nasal Discharge,Avian Influenza
41.3,77.1,Medium,Medium,Weak,Nasal Discharge|Difficulty Breathing|Reduced Feeding|Diarrhea|Lethargy|Swollen Head,Avian Influenza
41.6,76.1,Low,Low,Weak,Reduced Feeding|Difficulty Breathing|Coughing|Watery Eyes|Swollen Head|Lethargy,Avian Influenza
42.3,69.1,Medium,Low,Weak,Diarrhea|Reduced Egg Production|Ruffled Feathers|Difficulty Breathing|Swollen Head|Nasal Discharge|Lethargy,Newcastle Disease
42.5,72.5,Medium,Low,Weak,Sneezing|Difficulty Breathing|Swollen Head|Diarrhea,Avian Influenza
43.3,76.3,Low,Low,Weak,Reduced Feeding|Lethargy|Difficulty Breathing|Sneezing|Reduced Egg Production|Twisted Neck,Newcastle Disease
42.4,44.2,Low,Medium,Weak,Lethargy|Sneezing|Difficulty Breathing|Watery Eyes|Reduced Feeding,Newcastle Disease
41.2,40.4,High,High,Active,None,Healthy
43.2,70.6,Medium,Medium,Weak,Ruffled Feathers|Twisted Neck|Nasal Discharge|Difficulty Breathing,Newcastle Disease
40.5,49.4,High,Medium,Active,None,Healthy
40.0,55.3,High,High,Active,None,Healthy
41.7,64.8,Low,Medium,Weak,Swollen Head|Difficulty Breathing|Lethargy|Diarrhea|Sneezing,Avian Influenza
40.4,52.1,High,High,Moderate,Nasal Discharge,Healthy
41.3,57.7,High,High,Moderate,Lethargy,Healthy
41.6,71.2,Medium,Medium,Active,Sneezing,Healthy
42.1,71.7,Low,Low,Moderate,Lethargy|Reduced Egg Production|Coughing|Swollen Head|Difficulty Breathing|Reduced Feeding|Watery Eyes,Avian Influenza
42.2,83.7,Low,Low,Weak,Twisted Neck|Difficulty Breathing|Reduced Feeding|Coughing|Swollen Head|Nasal Discharge|Ruffled Feathers,Newcastle Disease
42.2,65.3,Medium,Medium,Weak,Diarrhea|Twisted Neck|Reduced Feeding|Sneezing|Ruffled Feathers,Newcastle Disease
41.9,56.0,Low,Low,Active,Coughing|Swollen Head|Nasal Discharge,Avian Influenza
42.6,55.6,Low,High,Weak,Watery Eyes|Sneezing|Lethargy|Reduced Feeding,Avian Influenza
40.2,61.0,High,High,Active,Reduced Egg Production,Healthy
42.3,67.0,Low,Medium,Weak,Difficulty Breathing|Twisted Neck|Nasal Discharge,Newcastle Disease
42.0,75.3,Medium,Low,Weak,Ruffled Feathers|Difficulty Breathing|Lethargy|Swollen Head|Reduced Egg Production|Watery Eyes|Nasal Discharge,Avian Influenza
42.7,62.4,Low,Medium,Weak,Twisted Neck|Coughing|Reduced Egg Production|Reduced Feeding|Lethargy|Difficulty Breathing,Newcastle Disease
40.8,45.1,High,High,Active,None,Healthy
41.4,51.8,Medium,Low,Weak,Diarrhea|Sneezing|Swollen Head,Avian Influenza
42.4,79.8,Low,Medium,Weak,Ruffled Feathers|Coughing|Twisted Neck|Difficulty Breathing|Lethargy|Sneezing,Newcastle Disease
40.5,67.5,Medium,High,Active,None,Healthy
41.4,75.3,Low,Low,Weak,Twisted Neck|Reduced Feeding|Watery Eyes|Nasal Discharge,Newcastle Disease
41.5,56.7,Medium,High,Active,Sneezing,Healthy
41.1,60.9,High,Medium,Active,Sneezing,Healthy
43.3,58.1,Low,Low,Weak,Difficulty Breathing|Diarrhea|Watery Eyes|Ruffled Feathers,Avian Influenza
40.9,61.9,High,High,Active,Reduced Feeding|Difficulty Breathing,Healthy
41.8,67.2,Low,Low,Weak,Coughing|Reduced Feeding|Diarrhea|Lethargy|Watery Eyes|Nasal Discharge,Newcastle Disease
42.8,62.5,Low,Medium,Weak,Difficulty Breathing|Nasal Discharge|Lethargy|Reduced Egg Production,Newcastle Disease
41.7,57.1,Medium,Low,Weak,Lethargy,Healthy
42.9,81.3,Low,Low,Weak,Coughing|Sneezing|Nasal Discharge|Lethargy|Watery Eyes|Reduced Egg Production,Avian Influenza
40.6,60.6,High,Low,Moderate,None,Healthy
40.9,54.7,High,Medium,Active,None,Healthy
41.0,53.2,High,Medium,Weak,None,Healthy
40.7,52.7,High,High,Weak,None,Healthy
40.6,51.9,High,Medium,Active,Coughing,Healthy
41.0,65.2,Medium,Medium,Moderate,Nasal Discharge|Diarrhea|Difficulty Breathing|Swollen Head|Watery Eyes,Avian Influenza
42.5,64.3,Low,Low,Weak,Watery Eyes|Difficulty Breathing|Sneezing|Coughing|Nasal Discharge|Lethargy,Avian Influenza
41.7,48.0,High,Medium,Weak,Sneezing|Ruffled Feathers,Healthy
43.3,71.6,Low,Medium,Weak,Coughing|Nasal Discharge|Sneezing|Lethargy|Reduced Egg Production,Newcastle Disease
42.2,81.6,Low,Medium,Weak,Diarrhea|Nasal Discharge|Difficulty Breathing|Reduced Egg Production|Reduced Feeding,Avian Influenza
41.5,85.2,Low,High,Moderate,Swollen Head|Ruffled Feathers|Lethargy|Nasal Discharge|Watery Eyes,Avian Influenza
42.7,78.5,Medium,Medium,Weak,Coughing|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
40.6,60.2,High,Medium,Moderate,None,Healthy
40.9,59.2,Medium,High,Moderate,Ruffled Feathers|Swollen Head,Healthy
42.3,68.7,Medium,High,Moderate,Nasal Discharge|Reduced Egg Production|Reduced Feeding|Twisted Neck|Difficulty Breathing|Swollen Head,Avian Influenza
42.1,82.6,Low,Low,Weak,Difficulty Breathing|Ruffled Feathers|Swollen Head|Watery Eyes,Avian Influenza
42.1,55.1,Medium,High,Active,Reduced Feeding,Healthy
40.9,47.5,Medium,Medium,Active,None,Healthy
41.4,93.2,Low,Low,Moderate,Twisted Neck|Sneezing|Reduced Feeding,Avian Influenza
42.9,64.5,Medium,Medium,Weak,Reduced Egg Production|Ruffled Feathers|Nasal Discharge|Sneezing|Diarrhea,Avian Influenza
41.9,100.0,Low,Low,Weak,Ruffled Feathers|Nasal Discharge|Reduced Feeding|Twisted Neck|Difficulty Breathing,Avian Influenza
40.7,71.8,Medium,Low,Moderate,Difficulty Breathing|Swollen Head|Diarrhea|Coughing|Lethargy|Nasal Discharge|Reduced Egg Production,Avian Influenza
40.8,53.6,Medium,High,Moderate,None,Healthy
42.0,85.9,Low,Low,Weak,Lethargy|Difficulty Breathing|Swollen Head|Sneezing|Twisted Neck|Watery Eyes,Newcastle Disease
42.0,100.0,Low,Low,Moderate,Coughing|Difficulty Breathing|Sneezing|Twisted Neck|Reduced Feeding|Reduced Egg Production,Newcastle Disease
40.8,66.1,High,High,Active,None,Healthy
43.4,57.5,Low,Low,Weak,Difficulty Breathing|Reduced Egg Production|Diarrhea|Twisted Neck|Watery Eyes,Newcastle Disease
42.8,70.4,Low,Low,Weak,Diarrhea|Difficulty Breathing|Reduced Feeding|Reduced Egg Production|Sneezing,Avian Influenza
41.3,47.0,High,High,Weak,None,Healthy
42.6,78.5,Low,Low,Active,Twisted Neck|Swollen Head|Ruffled Feathers|Sneezing|Lethargy|Reduced Feeding,Avian Influenza
42.3,59.6,Low,Low,Weak,Nasal Discharge|Lethargy|Watery Eyes|Coughing|Swollen Head,Newcastle Disease
42.4,67.3,High,Medium,Weak,Difficulty Breathing|Lethargy|Sneezing|Reduced Egg Production|Watery Eyes|Ruffled Feathers,Avian Influenza
41.4,54.7,High,Medium,Active,Ruffled Feathers|Difficulty Breathing,Healthy
40.8,43.2,High,High,Active,None,Healthy
42.6,78.8,Low,Medium,Weak,Ruffled Feathers|Reduced Egg Production|Swollen Head|Nasal Discharge|Coughing|Difficulty Breathing|Twisted Neck,Newcastle Disease
40.8,51.5,Medium,Medium,Active,None,Healthy
41.9,60.2,Medium,Low,Weak,Swollen Head|Diarrhea|Ruffled Feathers|Coughing|Lethargy,Avian Influenza
41.5,79.5,Low,Low,Moderate,Swollen Head|Sneezing|Lethargy|Nasal Discharge|Ruffled Feathers|Coughing|Reduced Egg Production,Avian Influenza
41.8,68.9,Medium,Medium,Active,None,Healthy
43.5,66.6,Low,High,Weak,Nasal Discharge|Swollen Head|Reduced Egg Production,Newcastle Disease
43.5,69.4,Low,High,Weak,Lethargy|Nasal Discharge|Difficulty Breathing|Sneezing,Newcastle Disease
41.6,66.9,High,High,Active,None,Healthy
41.9,83.8,Low,High,Weak,Lethargy|Sneezing|Difficulty Breathing|Coughing,Avian Influenza
41.2,46.8,Low,Low,Weak,Watery Eyes|Lethargy|Ruffled Feathers|Reduced Feeding,Avian Influenza
42.7,74.9,Medium,Low,Weak,Diarrhea|Coughing|Watery Eyes|Nasal Discharge|Reduced Feeding,Newcastle Disease
42.2,84.7,High,Low,Moderate,Coughing|Watery Eyes|Sneezing|Reduced Egg Production|Reduced Feeding|Swollen Head|Ruffled Feathers,Avian Influenza
43.5,72.8,Medium,Medium,Moderate,Lethargy|Reduced Egg Production|Coughing|Sneezing|Reduced Feeding|Twisted Neck,Newcastle Disease
41.9,72.5,Low,Low,Weak,Nasal Discharge|Swollen Head|Difficulty Breathing|Reduced Egg Production|Ruffled Feathers,Avian Influenza
42.7,62.3,Low,Low,Weak,Nasal Discharge|Reduced Egg Production|Ruffled Feathers|Sneezing|Diarrhea|Difficulty Breathing|Coughing,Newcastle Disease
42.4,73.4,Low,Low,Moderate,Difficulty Breathing|Sneezing|Nasal Discharge|Coughing,Avian Influenza
42.0,93.5,Medium,Low,Weak,Reduced Egg Production|Coughing|Difficulty Breathing|Swollen Head|Sneezing|Lethargy,Avian Influenza
40.6,73.5,Medium,High,Active,None,Healthy
42.2,62.4,High,Medium,Moderate,Reduced Feeding|Sneezing|Nasal Discharge|Difficulty Breathing|Lethargy,Avian Influenza
41.6,49.7,High,Medium,Active,Twisted Neck|Reduced Egg Production,Healthy
41.2,47.6,High,High,Active,None,Healthy
41.3,50.4,High,High,Active,Coughing,Healthy
41.8,70.0,Medium,Low,Weak,Nasal Discharge|Ruffled Feathers|Watery Eyes|Lethargy,Avian Influenza
43.5,82.0,Medium,Medium,Weak,Difficulty Breathing|Swollen Head|Coughing|Nasal Discharge|Lethargy,Avian Influenza
42.9,72.6,Medium,Medium,Weak,Difficulty Breathing|Reduced Feeding|Coughing|Sneezing|Watery Eyes|Reduced Egg Production,Avian Influenza
41.2,93.1,Medium,Low,Weak,Watery Eyes|Twisted Neck|Lethargy|Difficulty Breathing,Avian Influenza
42.7,64.2,Low,Medium,Weak,Reduced Egg Production|Diarrhea|Twisted Neck|Swollen Head|Watery Eyes|Coughing|Ruffled Feathers,Newcastle Disease
40.7,65.6,Low,Low,Weak,Nasal Discharge|Reduced Egg Production|Swollen Head|Lethargy|Difficulty Breathing|Reduced Feeding,Avian Influenza
43.2,68.1,Low,Low,Moderate,Diarrhea|Nasal Discharge|Difficulty Breathing|Lethargy|Twisted Neck,Newcastle Disease
41.5,69.7,High,High,Active,Sneezing,Healthy
41.3,51.4,Medium,High,Moderate,None,Healthy
42.0,84.5,Low,Medium,Weak,Ruffled Feathers|Reduced Egg Production|Sneezing|Swollen Head|Difficulty Breathing,Avian Influenza
43.4,86.4,Low,Low,Weak,Sneezing|Ruffled Feathers|Swollen Head|Lethargy|Difficulty Breathing|Coughing|Diarrhea,Avian Influenza
41.4,77.2,High,High,Moderate,Ruffled Feathers,Healthy
41.3,63.1,Low,High,Weak,None,Healthy
40.6,90.2,Medium,Low,Moderate,Lethargy|Coughing|Nasal Discharge,Avian Influenza
41.4,58.1,Medium,High,Active,None,Healthy
41.9,74.1,Low,Low,Weak,Difficulty Breathing|Swollen Head|Sneezing,Avian Influenza
42.2,56.9,Medium,High,Weak,Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Watery Eyes|Swollen Head|Nasal Discharge|Coughing,Avian Influenza
41.3,72.6,Medium,Medium,Weak,Coughing|Nasal Discharge|Diarrhea|Reduced Feeding|Lethargy|Twisted Neck,Newcastle Disease
41.9,50.1,High,Low,Active,None,Healthy
41.0,73.6,High,Medium,Weak,Sneezing|Reduced Egg Production|Nasal Discharge|Swollen Head|Watery Eyes|Difficulty Breathing|Reduced Feeding,Avian Influenza
43.0,55.8,Low,Medium,Moderate,Reduced Egg Production|Sneezing|Watery Eyes|Twisted Neck|Difficulty Breathing|Reduced Feeding,Avian Influenza
42.9,74.1,Medium,Low,Weak,Diarrhea|Difficulty Breathing|Coughing,Newcastle Disease
42.7,69.0,Medium,Low,Active,Nasal Discharge|Coughing|Swollen Head,Avian Influenza
40.7,63.5,Medium,Medium,Moderate,None,Healthy
43.0,80.7,Low,Low,Moderate,Difficulty Breathing|Reduced Egg Production|Sneezing|Diarrhea|Swollen Head,Newcastle Disease
42.1,74.9,Low,Low,Weak,Swollen Head|Watery Eyes|Reduced Egg Production|Coughing|Diarrhea|Reduced Feeding,Avian Influenza
42.7,64.6,Low,Low,Weak,Twisted Neck|Difficulty Breathing|Sneezing|Reduced Feeding|Nasal Discharge|Lethargy|Watery Eyes,Avian Influenza
41.6,76.7,Low,High,Moderate,None,Healthy
42.5,74.7,Low,Medium,Moderate,Lethargy|Difficulty Breathing|Coughing|Nasal Discharge|Reduced Feeding,Avian Influenza
42.8,92.5,Low,Low,Moderate,Reduced Egg Production|Reduced Feeding|Coughing|Sneezing|Twisted Neck|Lethargy|Ruffled Feathers,Newcastle Disease
41.6,61.0,High,Medium,Moderate,None,Healthy
40.9,70.3,Medium,High,Active,None,Healthy
40.8,77.2,Low,Low,Moderate,Lethargy|Swollen Head|Coughing,Avian Influenza
40.6,67.2,High,Medium,Active,Reduced Feeding,Healthy
40.8,49.5,High,Low,Moderate,None,Healthy
40.6,61.0,Medium,High,Moderate,Reduced Feeding,Healthy
41.3,80.2,Low,Medium,Weak,Sneezing|Watery Eyes|Ruffled Feathers|Swollen Head|Nasal Discharge|Coughing|Difficulty Breathing,Avian Influenza
41.9,73.4,Low,Medium,Moderate,Ruffled Feathers|Twisted Neck|Diarrhea|Swollen Head|Reduced Egg Production|Lethargy|Sneezing,Newcastle Disease
42.7,61.0,Low,Low,Moderate,Coughing|Difficulty Breathing|Reduced Egg Production|Lethargy|Nasal Discharge|Reduced Feeding,Avian Influenza
41.4,50.8,High,High,Active,None,Healthy
41.8,100.0,Medium,Low,Weak,Twisted Neck|Reduced Feeding|Swollen Head|Watery Eyes,Newcastle Disease
41.4,61.3,Low,Low,Weak,Lethargy|Reduced Feeding|Reduced Egg Production|Swollen Head|Ruffled Feathers,Newcastle Disease
42.5,73.9,Medium,Low,Weak,Watery Eyes|Reduced Feeding|Ruffled Feathers,Avian Influenza
42.0,67.1,Low,Medium,Weak,Coughing|Ruffled Feathers|Swollen Head|Difficulty Breathing|Nasal Discharge|Watery Eyes|Sneezing,Avian Influenza
41.1,57.2,High,Low,Weak,None,Healthy
41.8,81.0,Medium,Low,Weak,Twisted Neck|Reduced Egg Production|Sneezing|Ruffled Feathers|Coughing|Nasal Discharge|Reduced Feeding,Newcastle Disease
41.9,57.6,High,High,Active,Lethargy,Healthy
43.0,75.3,Medium,Low,Weak,Sneezing|Coughing|Reduced Feeding|Lethargy,Newcastle Disease
41.0,54.0,Medium,Medium,Active,Reduced Egg Production|Sneezing,Healthy
41.0,57.7,Low,Medium,Active,None,Healthy
41.5,61.5,Medium,High,Active,None,Healthy
42.1,91.5,Low,Medium,Weak,Ruffled Feathers|Twisted Neck|Difficulty Breathing|Lethargy|Reduced Feeding|Nasal Discharge|Coughing,Newcastle Disease
41.5,59.8,High,High,Moderate,Sneezing,Healthy
42.4,83.8,Medium,Low,Moderate,Reduced Egg Production|Nasal Discharge|Coughing|Difficulty Breathing|Watery Eyes|Sneezing,Avian Influenza
42.5,81.6,Low,Low,Weak,Sneezing|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
41.7,57.9,Medium,Low,Active,None,Healthy
43.0,82.9,Low,Low,Moderate,Twisted Neck|Coughing|Lethargy|Nasal Discharge|Reduced Egg Production,Avian Influenza
40.8,44.4,High,Medium,Active,None,Healthy
42.4,72.3,Low,Low,Weak,Swollen Head|Sneezing|Coughing|Difficulty Breathing|Reduced Egg Production,Newcastle Disease
42.1,68.8,Low,Low,Weak,Swollen Head|Nasal Discharge|Twisted Neck|Difficulty Breathing|Sneezing,Newcastle Disease
40.5,53.4,Medium,High,Moderate,None,Healthy
41.0,74.5,High,Medium,Active,None,Healthy
42.0,65.8,High,High,Active,None,Healthy
42.6,67.8,Low,Medium,Weak,Sneezing|Diarrhea|Lethargy|Difficulty Breathing,Avian Influenza
43.4,71.7,Medium,High,Weak,Reduced Egg Production|Nasal Discharge|Coughing|Difficulty Breathing,Newcastle Disease
42.3,72.8,Low,Medium,Weak,Twisted Neck|Ruffled Feathers|Watery Eyes|Coughing|Swollen Head,Newcastle Disease
42.4,73.2,Low,High,Weak,Watery Eyes|Reduced Egg Production|Coughing|Difficulty Breathing|Sneezing|Twisted Neck,Newcastle Disease
40.9,70.3,High,Medium,Active,Nasal Discharge|Reduced Feeding,Healthy
42.4,81.1,Low,Low,Moderate,Twisted Neck|Reduced Feeding|Reduced Egg Production,Newcastle Disease
42.7,81.7,Medium,Low,Weak,Swollen Head|Coughing|Difficulty Breathing|Nasal Discharge|Lethargy,Avian Influenza
40.8,52.9,Medium,High,Weak,Reduced Egg Production,Healthy
40.7,54.3,High,Medium,Active,None,Healthy
41.1,64.3,Low,High,Moderate,Twisted Neck,Healthy
42.3,73.8,Low,Medium,Moderate,Reduced Egg Production|Twisted Neck|Reduced Feeding,Newcastle Disease
42.5,66.8,Low,Medium,Weak,Sneezing|Reduced Egg Production|Watery Eyes,Avian Influenza
41.4,64.4,Low,High,Weak,None,Healthy
41.4,51.9,Low,Low,Moderate,Reduced Egg Production|Watery Eyes|Twisted Neck|Nasal Discharge,Newcastle Disease
41.0,52.3,High,Medium,Active,Reduced Egg Production,Healthy
42.0,56.8,High,Low,Active,Nasal Discharge|Difficulty Breathing|Coughing|Swollen Head|Watery Eyes|Reduced Feeding,Avian Influenza
41.3,60.6,Medium,High,Active,None,Healthy
42.9,89.0,Low,Low,Weak,Coughing|Sneezing|Reduced Feeding|Lethargy,Newcastle Disease
42.4,83.9,Medium,Low,Moderate,Difficulty Breathing|Swollen Head|Lethargy|Sneezing|Nasal Discharge|Coughing,Avian Influenza
42.3,75.2,Medium,Medium,Weak,Nasal Discharge|Difficulty Breathing|Twisted Neck|Reduced Egg Production|Reduced Feeding|Sneezing,Avian Influenza
42.4,73.4,Low,Low,Active,Lethargy|Twisted Neck|Reduced Feeding|Ruffled Feathers|Nasal Discharge|Coughing,Newcastle Disease
41.6,57.3,High,High,Active,Ruffled Feathers,Healthy
42.0,79.4,Medium,High,Moderate,None,Healthy
41.3,60.8,High,High,Weak,None,Healthy
40.7,54.2,High,Medium,Active,Ruffled Feathers|Reduced Feeding,Healthy
42.9,99.1,Medium,Low,Weak,Coughing|Lethargy|Reduced Egg Production|Difficulty Breathing|Nasal Discharge,Newcastle Disease
41.1,62.8,High,Medium,Active,None,Healthy
40.9,67.1,Medium,Medium,Active,None,Healthy
42.5,76.6,High,Low,Moderate,Lethargy|Sneezing|Ruffled Feathers|Reduced Feeding|Twisted Neck|Reduced Egg Production,Newcastle Disease
41.6,72.6,Low,Low,Weak,Difficulty Breathing|Reduced Feeding|Watery Eyes|Swollen Head|Lethargy|Reduced Egg Production,Avian Influenza
43.6,74.7,Low,Low,Weak,Diarrhea|Reduced Feeding|Swollen Head|Coughing,Newcastle Disease
41.2,51.9,Low,High,Active,Nasal Discharge|Lethargy,Healthy
40.7,61.5,Medium,Medium,Active,Sneezing,Healthy
41.1,81.8,Low,Low,Weak,Reduced Feeding|Sneezing|Nasal Discharge|Twisted Neck|Difficulty Breathing|Coughing,Avian Influenza
41.1,54.1,Low,Medium,Moderate,None,Healthy
41.1,54.7,High,High,Active,None,Healthy
42.8,66.9,Low,Low,Weak,Ruffled Feathers|Sneezing|Reduced Egg Production|Lethargy|Difficulty Breathing,Newcastle Disease
42.9,73.4,Medium,High,Weak,Swollen Head|Nasal Discharge|Coughing|Ruffled Feathers|Twisted Neck|Diarrhea|Lethargy,Newcastle Disease
41.8,69.0,Medium,Low,Weak,Diarrhea|Lethargy|Coughing|Twisted Neck|Reduced Feeding,Newcastle Disease
41.7,57.5,High,High,Weak,None,Healthy
41.0,64.4,High,High,Active,None,Healthy
42.6,65.7,Medium,Medium,Active,Coughing|Lethargy|Reduced Egg Production|Swollen Head|Ruffled Feathers|Twisted Neck,Avian Influenza
41.0,57.1,High,High,Active,None,Healthy
42.8,87.7,Low,Low,Weak,Difficulty Breathing|Reduced Feeding|Diarrhea|Watery Eyes|Sneezing|Reduced Egg Production|Lethargy,Newcastle Disease
41.7,59.7,Low,Medium,Weak,Lethargy|Reduced Egg Production|Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Sneezing|Swollen Head,Avian Influenza
42.3,87.1,Low,Low,Moderate,Lethargy|Coughing|Difficulty Breathing|Reduced Egg Production|Twisted Neck|Sneezing|Reduced Feeding,Newcastle Disease
41.7,63.1,Medium,Medium,Active,None,Healthy
41.3,65.0,Medium,Medium,Active,None,Healthy
42.7,86.4,Low,Low,Weak,Watery Eyes|Difficulty Breathing|Sneezing|Reduced Egg Production|Ruffled Feathers|Twisted Neck|Swollen Head,Newcastle Disease
42.4,75.9,Low,Medium,Moderate,Lethargy|Watery Eyes|Sneezing|Coughing,Avian Influenza
42.8,71.2,Low,Medium,Moderate,Diarrhea|Coughing|Watery Eyes|Swollen Head|Sneezing|Nasal Discharge,Avian Influenza
41.8,62.9,Medium,High,Active,Reduced Feeding,Healthy
41.0,57.5,High,Low,Active,Diarrhea,Healthy
42.1,66.8,Low,Medium,Weak,Coughing|Nasal Discharge|Lethargy|Reduced Egg Production,Avian Influenza
42.7,96.1,Medium,Medium,Weak,Lethargy|Difficulty Breathing|Coughing|Nasal Discharge|Ruffled Feathers|Reduced Egg Production,Avian Influenza
41.8,70.1,Low,Low,Weak,Coughing|Reduced Egg Production|Swollen Head|Watery Eyes|Reduced Feeding|Nasal Discharge,Avian Influenza
41.7,68.5,Medium,Medium,Active,None,Healthy
42.5,79.5,Low,Medium,Weak,Twisted Neck|Lethargy|Sneezing|Ruffled Feathers|Nasal Discharge,Newcastle Disease
42.7,77.2,Low,Low,Weak,Sneezing|Coughing|Nasal Discharge|Lethargy,Avian Influenza
43.4,72.2,Medium,Medium,Weak,Difficulty Breathing|Swollen Head|Coughing|Reduced Feeding|Watery Eyes|Lethargy|Reduced Egg Production,Newcastle Disease
41.7,71.4,Medium,Medium,Weak,Difficulty Breathing|Ruffled Feathers|Watery Eyes|Lethargy|Twisted Neck|Swollen Head|Coughing,Newcastle Disease
41.6,49.9,High,Medium,Moderate,Difficulty Breathing,Healthy
42.5,82.2,Low,Low,Moderate,Sneezing|Swollen Head|Twisted Neck|Coughing|Diarrhea,Newcastle Disease
41.9,59.6,High,Low,Active,None,Healthy
42.1,76.2,Low,Low,Moderate,Watery Eyes|Difficulty Breathing|Coughing|Twisted Neck|Ruffled Feathers|Reduced Egg Production|Lethargy,Newcastle Disease
41.1,91.3,Medium,Low,Active,Reduced Egg Production|Difficulty Breathing|Diarrhea|Reduced Feeding|Ruffled Feathers,Avian Influenza
41.6,58.2,Medium,Medium,Active,Diarrhea,Healthy
41.3,77.9,Low,Medium,Weak,Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Reduced Egg Production,Avian Influenza
40.3,65.7,High,Medium,Active,Reduced Feeding|Swollen Head,Healthy
42.0,64.4,Medium,Medium,Weak,Difficulty Breathing|Reduced Egg Production|Sneezing|Twisted Neck|Coughing,Newcastle Disease
42.7,53.7,Low,Medium,Weak,Reduced Egg Production|Sneezing|Lethargy|Swollen Head|Watery Eyes,Avian Influenza
40.4,76.7,Medium,High,Moderate,None,Healthy
